Date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2015-08-20,Chennai,64.9,,18.87,19.19,28.28,41.66,1.78,13.55,15.53,0.54,,,176.0,Moderate
2015-08-21,Patna,,,31.3,17.3,48.54,,1.52,12.05,9.94,0.31,2.37,0.9,191.0,
2015-08-22,Patna,,,25.05,16.94,41.35,,1.45,13.97,9.87,0.33,2.2,0.88,206.0,
2015-08-23,Hyderabad,51.0,,13.59,16.72,29.91,,0.74,6.99,15.04,0.87,4.08,0.04,221.0,Poor
2015-08-24,Delhi,37.39,108.4,31.1,44.61,68.41,38.16,0.97,10.67,38.73,1.78,6.41,,123.0,Moderate
2015-08-25,Hyderabad,67.85,,15.45,18.4,32.98,,0.71,8.03,18.63,0.82,5.32,0.03,173.0,Moderate
2015-08-26,Patna,,,27.68,19.6,47.14,,1.22,10.83,9.94,0.31,2.2,0.92,237.5,
2015-08-27,Ahmedabad,32.64,,17.01,14.84,31.85,,17.01,7.05,62.31,0.0,0.0,0.01,302.0,Very Poor
2015-08-28,Ahmedabad,38.23,,17.07,14.89,31.96,,17.07,10.9,55.94,0.0,0.0,0.01,302.0,Very Poor
2015-08-29,Hyderabad,31.12,,11.25,16.07,24.29,,0.66,7.42,16.65,0.59,3.03,0.01,186.0,Moderate
2015-08-30,Patna,,,14.43,15.52,29.96,,0.99,6.53,9.92,0.2,1.98,0.52,140.0,
2015-08-31,Lucknow,45.17,,5.83,7.36,4.22,,1.32,10.23,41.17,0.14,0.2,,94.0,Satisfactory
2015-09-01,Bengaluru,24.9,,2.58,7.25,5.57,33.29,5.26,1.67,13.62,,1.79,,81.0,Satisfactory
2015-09-02,Bengaluru,23.54,,1.75,9.49,6.09,26.12,1.19,2.18,11.57,,1.19,,43.0,Good
2015-09-03,Bengaluru,24.49,,2.5,12.59,8.41,31.79,1.42,2.49,14.5,,1.12,,52.0,Satisfactory
2015-09-04,Mumbai,,,,,54.44,,0.0,,,0.0,0.0,0.0,88.75,
2015-09-05,Patna,,,9.89,14.72,24.58,,1.1,7.16,8.21,0.22,1.84,0.51,125.5,
2015-09-06,Mumbai,,,,,40.51,,0.0,,,0.0,0.0,0.0,162.25,
2015-09-07,Delhi,55.19,179.42,27.91,35.49,61.81,23.76,1.04,12.97,52.24,3.09,7.72,6.26,199.0,Moderate
2015-09-08,Patna,,,10.77,9.9,20.65,,1.13,6.47,8.38,0.26,1.84,0.64,180.5,
2015-09-09,Hyderabad,35.56,40.81,4.02,31.15,24.31,24.81,0.57,4.93,22.48,1.41,7.61,0.89,162.0,Moderate
2015-09-10,Ahmedabad,50.24,,9.46,12.31,21.77,,9.46,11.63,13.61,0.0,3.42,0.29,226.0,Poor
2015-09-11,Mumbai,,,,,67.7,,0.0,,,0.0,0.0,0.0,196.5,
2015-09-12,Bengaluru,16.68,,4.77,13.1,10.22,30.49,22.32,2.42,17.12,,18.37,,167.0,Moderate
2015-09-13,Mumbai,,,,,49.33,,0.0,,,0.0,0.0,0.0,160.5,
2015-09-14,Lucknow,66.15,,4.95,9.69,4.22,,1.61,10.2,11.49,0.17,0.24,,154.0,Moderate
2015-09-15,Bengaluru,11.75,,3.39,11.66,8.49,23.78,1.06,2.54,5.72,,,,41.0,Good
2015-09-16,Ahmedabad,29.58,,6.61,9.94,16.55,,6.61,8.82,42.9,0.0,1.87,0.13,170.0,Moderate
2015-09-17,Chennai,30.34,,10.03,10.69,16.63,23.18,0.96,8.44,22.81,,,,70.0,Satisfactory
2015-09-18,Patna,,,37.03,25.39,62.3,,1.53,8.49,9.46,0.3,1.98,0.77,112.0,
2015-09-19,Mumbai,,,,,11.46,,0.0,,,0.0,0.0,0.0,154.0,
2015-09-20,Lucknow,74.68,,4.57,10.38,4.22,,1.95,9.75,30.49,0.17,0.34,,196.0,Moderate
2015-09-21,Patna,,,56.42,20.91,77.1,,2.5,4.86,10.84,0.34,2.02,1.07,158.66666666666666,
2015-09-22,Mumbai,,,,,27.42,,0.0,,,0.0,0.0,0.0,121.33333333333333,
2015-09-23,Chennai,31.65,,10.35,10.81,16.65,25.1,1.31,11.9,19.27,,,,84.0,Satisfactory
2015-09-24,Bengaluru,29.1,,3.31,22.47,15.65,34.28,2.39,2.37,16.37,,2.26,,89.0,Satisfactory
2015-09-25,Patna,,,17.58,21.29,38.86,,0.91,9.22,9.51,0.17,1.46,0.37,130.0,
2015-09-26,Chennai,65.79,,16.61,9.7,20.27,23.06,1.79,12.36,47.29,3.88,1.2,,171.0,Moderate
2015-09-27,Ahmedabad,3.59,,11.26,14.17,25.44,,11.26,9.6,20.38,0.0,4.02,0.46,244.0,Poor
2015-09-28,Chennai,61.69,,12.83,10.08,17.57,23.16,1.89,12.7,41.98,,40.72,,176.0,Moderate
2015-09-29,Hyderabad,69.88,,7.01,11.01,17.93,,0.37,2.81,20.63,0.86,6.87,0.04,139.0,Moderate
2015-09-30,Delhi,61.08,155.26,17.52,42.91,53.3,21.93,1.1,9.59,52.91,3.64,8.94,3.28,187.0,Moderate
2015-10-01,Chennai,46.97,,13.64,11.77,19.08,22.48,2.76,11.92,22.96,,,,188.0,Moderate
2015-10-02,Mumbai,,,,,57.75,,0.0,,,0.0,0.0,0.0,327.0,
2015-10-03,Ahmedabad,127.94,,11.14,28.38,39.52,,11.14,25.59,15.17,8.14,29.23,3.24,466.0,Severe
2015-10-04,Chennai,49.45,,15.59,15.21,19.82,23.82,1.14,12.05,31.57,0.04,59.02,,107.0,Moderate
2015-10-05,Chennai,46.7,,17.25,13.7,20.87,29.51,0.65,13.31,32.14,0.04,0.49,,89.0,Satisfactory
2015-10-06,Lucknow,34.68,,3.73,6.72,4.22,,12.5,7.2,47.45,,,,148.0,Moderate
2015-10-07,Ahmedabad,92.12,,18.21,32.5,50.71,,18.21,31.75,29.97,6.26,26.4,4.3,397.0,Very Poor
2015-10-08,Bengaluru,12.14,,5.05,19.19,13.76,27.54,1.21,8.55,12.96,,1.23,,69.0,Satisfactory
2015-10-09,Chennai,36.51,,9.45,12.68,16.1,23.68,1.37,10.6,25.16,,,,86.0,Satisfactory
2015-10-10,Ahmedabad,118.91,,5.42,29.22,34.64,,5.42,79.47,24.89,6.23,12.93,1.74,355.0,Very Poor
2015-10-11,Patna,,,,,,,,,,,,,255.5,
2015-10-12,Lucknow,70.75,,3.65,9.63,4.22,,2.58,4.92,31.79,0.14,0.05,,156.0,Moderate
2015-10-13,Lucknow,72.43,,11.06,7.7,3.88,,1.66,4.51,49.76,0.21,0.16,,146.0,Moderate
2015-10-14,Ahmedabad,90.71,,18.12,25.73,43.85,,18.12,17.89,26.02,7.32,43.71,6.04,370.0,Very Poor
2015-10-15,Delhi,95.24,199.77,42.32,60.8,100.2,31.11,2.13,10.84,77.91,5.4,20.03,2.1,218.0,Poor
2015-10-16,Bengaluru,49.23,,13.62,51.64,35.97,42.06,2.12,3.23,11.33,,1.43,,98.0,Satisfactory
2015-10-17,Lucknow,112.56,,4.97,3.45,3.77,,1.61,2.73,52.04,,,,230.0,Poor
2015-10-18,Bengaluru,31.18,,6.97,37.25,21.57,35.87,3.03,2.36,8.33,,7.89,,140.0,Moderate
2015-10-19,Hyderabad,65.35,102.27,2.2,1.05,2.33,9.27,0.95,6.73,32.63,1.26,9.54,2.24,118.0,Moderate
2015-10-20,Chennai,37.74,,15.02,12.9,19.39,29.24,1.14,6.07,17.91,,,,83.0,Satisfactory
2015-10-21,Lucknow,185.78,,7.95,6.24,4.36,,1.52,5.33,63.32,,,,334.0,Very Poor
2015-10-22,Patna,128.72,,43.23,30.24,73.24,,1.81,5.69,10.81,0.29,2.06,0.71,260.0,Poor
2015-10-23,Lucknow,120.87,,16.85,24.63,4.05,,1.62,6.16,54.26,,,,253.0,Poor
2015-10-24,Patna,119.64,,39.43,38.79,78.22,,1.58,4.45,12.09,0.29,1.81,0.63,274.0,Poor
2015-10-25,Patna,197.17,,116.61,40.47,157.07,,1.24,4.1,9.82,0.42,2.29,0.98,294.0,
2015-10-26,Mumbai,,,,,82.05,,0.0,,,0.0,0.0,0.0,314.0,
2015-10-27,Delhi,113.2,260.46,30.2,49.25,75.03,26.14,1.74,21.2,63.88,6.18,16.14,2.02,334.0,Very Poor
2015-10-28,Mumbai,,,,,105.83,,0.0,,,0.0,0.0,0.0,298.0,
2015-10-29,Delhi,95.72,183.08,25.74,57.74,77.86,25.55,1.89,24.29,73.26,4.13,11.41,1.97,262.0,Poor
2015-10-30,Ahmedabad,54.59,,2.31,18.33,20.64,,2.31,19.08,42.43,3.47,10.25,1.12,114.0,Moderate
2015-10-31,Mumbai,,,,,91.69,,0.0,,,0.0,0.0,0.0,81.5,
2015-11-01,Bengaluru,29.89,,2.14,15.14,9.02,18.44,1.13,2.62,11.56,11.14,4.74,,49.0,Good
2015-11-02,Delhi,232.4,361.0,67.14,68.4,115.98,42.75,2.05,31.66,136.67,8.28,20.6,23.3,420.0,Severe
2015-11-03,Hyderabad,56.93,97.74,3.6,1.18,2.04,11.93,0.96,10.7,29.23,1.35,7.32,1.0,120.0,Moderate
2015-11-04,Mumbai,,,,,152.3,,0.0,,,,,,254.0,
2015-11-05,Delhi,161.78,234.94,44.61,63.78,97.34,45.99,1.76,21.21,75.71,4.34,18.32,1.63,388.0,Very Poor
2015-11-06,Patna,170.54,,80.22,31.08,111.22,,2.31,7.4,8.11,0.48,2.13,1.23,330.0,Very Poor
2015-11-07,Delhi,353.86,496.61,42.74,86.59,117.97,67.43,2.76,19.96,107.69,7.34,16.38,1.46,483.0,Severe
2015-11-08,Lucknow,186.9,,14.18,28.81,4.22,,1.96,5.76,41.52,,,,361.0,Very Poor
2015-11-09,Delhi,201.44,364.2,88.69,79.2,134.41,55.64,2.01,40.75,108.12,7.16,21.36,1.19,378.0,Very Poor
2015-11-10,Chennai,76.42,,5.55,13.89,17.79,46.22,1.17,7.75,92.04,,,,117.0,Moderate
2015-11-11,Delhi,219.68,408.52,24.64,55.72,71.78,48.34,1.5,25.96,89.58,3.82,8.83,0.0,431.0,Severe
2015-11-12,Ahmedabad,,,,,,,,,,,,,330.6666666666667,
2015-11-13,Ahmedabad,,,,,,,,,,,,,230.33333333333334,
2015-11-14,Bengaluru,42.42,156.84,7.25,29.94,31.78,21.94,1.56,2.23,31.35,1.82,4.65,,130.0,Moderate
2015-11-15,Patna,249.21,,51.04,27.83,78.88,,1.2,4.4,8.5,0.4,1.88,0.91,392.0,Very Poor
2015-11-16,Delhi,184.02,323.56,81.18,85.03,129.22,60.07,2.26,21.27,94.79,5.86,20.12,0.0,383.0,Very Poor
2015-11-17,Bengaluru,,8.22,4.89,16.2,20.54,,1.6,2.49,,,,,116.0,Moderate
2015-11-18,Chennai,36.51,,4.87,13.25,16.64,145.71,1.38,4.9,58.16,,,,98.0,Satisfactory
2015-11-19,Hyderabad,37.76,102.3,7.23,5.1,9.17,5.96,0.89,9.16,38.1,0.88,3.83,0.39,110.0,Moderate
2015-11-20,Ahmedabad,,,,,,,,,,,,,98.5,
2015-11-21,Chennai,33.37,,5.39,8.59,11.95,12.4,1.16,4.83,42.39,9.68,60.67,,87.0,Satisfactory
2015-11-22,Chennai,29.11,,5.56,7.91,11.45,135.17,1.81,5.28,48.21,9.67,36.7,,126.0,Moderate
2015-11-23,Delhi,266.95,419.98,123.99,105.29,164.08,74.83,3.49,24.92,132.26,9.04,29.47,3.81,431.0,Severe
2015-11-24,Bengaluru,20.35,33.97,7.76,20.64,24.75,26.98,1.36,2.59,7.77,1.02,1.9,,85.0,Satisfactory
2015-11-25,Patna,281.76,,78.62,34.87,113.53,,3.43,13.94,11.38,0.45,1.34,1.07,426.0,Severe
2015-11-26,Hyderabad,91.06,108.82,15.49,21.0,34.72,8.95,1.4,11.16,25.38,1.86,8.97,1.03,199.0,Moderate
2015-11-27,Bengaluru,44.14,112.78,7.05,26.64,27.06,32.33,2.18,4.3,25.57,1.69,3.36,,126.0,Moderate
2015-11-28,Mumbai,,,,,92.86,,0.0,,,0.0,0.0,0.0,205.66666666666669,
2015-11-29,Gurugram,,,3.1,8.04,8.69,,1.67,5.26,16.52,,,,285.33333333333337,
2015-11-30,Patna,221.33,,77.93,36.98,114.87,,3.24,7.26,12.05,0.48,1.58,1.27,365.0,Very Poor
2015-12-01,Patna,247.61,,99.48,32.13,131.53,,3.0,5.91,13.58,0.48,1.5,1.22,394.0,Very Poor
2015-12-02,Chennai,32.64,,3.75,7.94,10.39,113.53,1.78,4.2,43.19,,,,161.0,Moderate
2015-12-03,Gurugram,,,13.11,14.27,14.32,,0.66,2.69,8.75,,,,276.5,
2015-12-04,Delhi,186.64,352.14,64.77,79.52,113.72,43.76,2.28,20.76,88.93,4.47,12.74,,392.0,Very Poor
2015-12-05,Chennai,,,,,,,,,,,,,319.5,
2015-12-06,Chennai,,,,,,,,,,,,,247.0,
2015-12-07,Gurugram,,,13.35,14.02,14.55,,1.63,3.75,25.7,,,,174.5,
2015-12-08,Bengaluru,46.33,82.86,17.24,44.41,34.36,45.43,1.81,5.81,19.1,1.01,1.92,,102.0,Moderate
2015-12-09,Mumbai,,,,,131.44,,0.0,,,0.0,0.0,0.0,306.0,
2015-12-10,Lucknow,384.13,,64.39,27.29,5.82,,2.38,6.2,52.64,0.55,1.05,,510.0,Severe
2015-12-11,Lucknow,240.85,,22.85,36.73,6.27,,2.43,4.12,39.65,0.19,0.16,,426.0,Severe
2015-12-12,Hyderabad,42.92,87.86,10.1,13.9,22.57,10.48,1.18,7.02,24.96,1.47,7.26,0.99,111.0,Moderate
2015-12-13,Bengaluru,34.57,64.09,15.68,42.88,37.39,12.64,1.68,4.79,2.16,0.91,1.07,,92.0,Satisfactory
2015-12-14,Delhi,118.6,380.24,56.5,59.09,102.21,38.84,2.7,13.66,79.22,3.4,8.61,,314.0,Very Poor
2015-12-15,Lucknow,206.35,,15.78,8.79,4.22,,1.99,5.53,48.63,5.21,19.67,,372.0,Very Poor
2015-12-16,Delhi,111.45,,75.23,34.44,90.72,52.2,1.75,14.56,38.16,3.23,12.95,,244.0,Poor
2015-12-17,Ahmedabad,,,,,,,,,,,,,277.0,
2015-12-18,Gurugram,,,,,,,,,,,,,310.0,
2015-12-19,Ahmedabad,,,,,,,,,,,,,343.0,
2015-12-20,Lucknow,216.6,,18.61,11.33,4.22,,5.87,4.8,55.72,0.44,1.35,,376.0,Very Poor
2015-12-21,Ahmedabad,,,,,,,,,,,,,263.0,
2015-12-22,Chennai,56.1,,10.67,16.39,27.63,352.89,1.76,1.49,36.75,,,,150.0,Moderate
2015-12-23,Patna,281.18,,107.53,45.18,152.52,,2.82,7.66,19.77,0.53,1.65,1.43,428.0,Severe
2015-12-24,Chennai,63.0,,9.27,20.86,28.89,236.87,0.94,1.74,12.16,,,,106.0,Moderate
2015-12-25,Hyderabad,74.08,94.0,4.72,8.91,12.19,10.42,0.91,11.36,72.53,1.26,5.22,0.8,142.0,Moderate
2015-12-26,Mumbai,,,,,69.94,,0.0,,,0.0,0.0,0.0,137.0,
2015-12-27,Gurugram,,,10.57,14.55,13.84,,1.42,5.06,14.77,,,,132.0,
2015-12-28,Ahmedabad,,,,,,,,,,,,,127.0,
2015-12-29,Bengaluru,49.06,73.13,20.76,54.12,40.51,24.83,1.58,6.39,31.55,1.43,1.12,,122.0,Moderate
2015-12-30,Lucknow,162.39,,9.36,18.2,3.92,,2.46,6.0,51.92,0.34,1.02,,324.0,Very Poor
2015-12-31,Gurugram,,,12.63,13.98,14.61,,1.43,5.41,28.88,,,,246.66666666666669,
2016-01-01,Gurugram,,,12.11,15.1,14.49,,0.43,25.52,27.4,,,,169.33333333333334,
2016-01-02,Bengaluru,53.69,93.92,26.49,73.09,54.77,16.05,0.76,8.67,34.06,1.88,1.18,,92.0,Satisfactory
2016-01-03,Lucknow,135.82,,4.57,15.12,2.21,,2.58,5.49,50.04,0.33,0.98,,315.0,Very Poor
2016-01-04,Chennai,44.87,,5.06,12.75,15.02,98.22,0.74,3.33,31.84,,,,63.0,Satisfactory
2016-01-05,Chennai,63.67,,7.42,21.07,22.62,160.08,1.17,2.71,18.99,,,,132.0,Moderate
2016-01-06,Ahmedabad,,,,,,,,,,,,,163.5,
2016-01-07,Hyderabad,66.19,102.61,5.71,13.35,17.48,10.52,0.93,7.82,42.99,1.16,7.22,0.86,195.0,Moderate
2016-01-08,Bengaluru,67.9,62.77,46.57,51.09,60.65,22.84,0.66,14.17,8.59,1.01,0.5,,117.0,Moderate
2016-01-09,Bengaluru,79.8,74.11,57.18,64.04,86.73,21.32,0.79,14.65,10.66,2.62,0.55,,143.0,Moderate
2016-01-10,Bengaluru,76.18,63.19,38.5,46.46,52.1,11.01,0.8,15.02,14.39,2.29,0.55,,168.0,Moderate
2016-01-11,Chennai,51.56,,6.67,20.34,21.72,121.14,0.77,3.83,23.03,,,,113.0,Moderate
2016-01-12,Mumbai,,,,,7.47,,0.0,,,0.0,0.0,0.0,129.5,
2016-01-13,Bengaluru,70.78,160.0,11.43,55.91,37.72,12.06,1.02,10.59,24.48,1.56,0.94,,146.0,Moderate
2016-01-14,Hyderabad,60.76,98.54,6.32,13.38,17.95,10.44,0.91,7.1,69.54,1.11,5.88,0.67,216.0,Poor
2016-01-15,Bengaluru,42.84,160.87,11.69,50.76,34.73,,0.78,17.8,25.71,1.14,0.28,,119.0,Moderate
2016-01-16,Gurugram,,,19.59,10.41,16.37,,0.87,4.68,12.4,,,,120.0,
2016-01-17,Chennai,55.73,,5.82,10.86,13.78,186.53,0.67,2.95,32.4,,,,121.0,Moderate
2016-01-18,Patna,194.96,,41.78,40.07,81.16,,2.8,13.02,18.78,0.34,0.91,0.62,364.0,Very Poor
2016-01-19,Lucknow,273.85,,3.88,12.37,4.22,,2.51,6.42,17.32,,,,404.0,Severe
2016-01-20,Bengaluru,78.07,122.54,43.53,45.06,55.6,28.94,0.97,24.02,17.64,0.95,0.68,,170.0,Moderate
2016-01-21,Patna,167.6,,28.16,26.51,54.67,,1.36,5.5,7.52,0.3,0.79,0.54,354.0,Very Poor
2016-01-22,Patna,159.71,,26.06,26.42,52.45,,1.06,3.44,7.69,0.3,0.71,0.47,328.0,Very Poor
2016-01-23,Delhi,294.3,480.0,58.3,78.21,130.91,67.05,2.13,16.81,147.56,11.67,31.39,,469.0,Severe
2016-01-24,Patna,302.58,,54.77,41.38,96.15,,2.12,2.3,14.04,0.76,1.48,1.24,454.0,Severe
2016-01-25,Ahmedabad,,,,,,,,,,,,,450.0,
2016-01-26,Delhi,308.75,462.91,33.24,80.14,104.98,58.38,1.7,17.97,139.27,9.11,15.21,,446.0,Severe
2016-01-27,Mumbai,,,,,14.16,,0.0,,,0.0,0.0,0.0,464.3333333333333,
2016-01-28,Ahmedabad,,,,,,,,,,,,,482.6666666666667,
2016-01-29,Delhi,311.08,498.38,140.59,117.07,139.36,74.39,2.54,29.99,175.04,17.15,48.03,,501.0,Severe
2016-01-30,Lucknow,277.66,,4.29,14.85,4.22,,1.61,7.22,39.27,0.13,,,418.0,Severe
2016-01-31,Hyderabad,77.8,99.57,5.07,2.87,5.18,10.42,1.32,12.31,0.1,,,,139.0,Moderate
2016-02-01,Ahmedabad,,,,,,,,,,,,,174.2,
2016-02-02,Ahmedabad,,,,,,,,,,,,,209.4,
2016-02-03,Mumbai,,,,,31.54,,0.0,,,0.0,0.0,0.0,244.60000000000002,
2016-02-04,Ahmedabad,,,,,,,,,,,,,279.8,
2016-02-05,Lucknow,178.06,,2.57,13.51,4.05,,1.47,5.55,64.32,,,,315.0,Very Poor
2016-02-06,Hyderabad,61.7,102.86,5.41,10.58,14.63,10.57,1.12,6.51,45.37,0.44,3.13,0.16,137.0,Moderate
2016-02-07,Hyderabad,61.74,101.15,5.38,8.97,12.97,10.28,0.92,3.82,45.44,0.44,2.67,0.15,121.0,Moderate
2016-02-08,Patna,,,,,,,,,,,,,135.0,
2016-02-09,Hyderabad,72.39,106.72,5.41,11.19,15.2,10.38,1.02,4.32,40.99,0.43,3.15,0.15,149.0,Moderate
2016-02-10,Patna,194.24,,32.97,28.56,61.54,,1.6,6.16,14.19,0.35,0.92,0.66,359.0,Very Poor
2016-02-11,Mumbai,,,,,11.11,,0.0,,,0.0,0.0,0.0,258.0,
2016-02-12,Chennai,85.64,,10.32,16.69,16.7,5.22,1.7,3.44,29.62,6.7,14.15,,157.0,Moderate
2016-02-13,Gurugram,,,7.83,17.03,10.5,,1.4,7.86,1.67,,,,207.0,
2016-02-14,Delhi,103.57,177.49,21.11,61.73,71.42,35.13,1.11,29.71,89.22,4.57,8.6,,257.0,Poor
2016-02-15,Chennai,65.38,,12.45,11.74,15.35,,1.43,2.56,17.51,5.31,12.24,,109.0,Moderate
2016-02-16,Hyderabad,37.03,72.15,7.35,9.96,16.16,9.8,1.1,5.59,24.56,0.46,2.92,0.39,123.0,Moderate
2016-02-17,Mumbai,,,,,11.48,,0.0,,,0.0,0.0,0.0,117.0,
2016-02-18,Bengaluru,54.56,138.17,10.56,19.86,17.74,,1.51,4.12,29.33,0.74,0.26,,111.0,Moderate
2016-02-19,Hyderabad,44.95,91.3,8.82,12.82,20.32,10.57,1.06,4.95,25.76,0.92,5.59,1.02,100.0,Satisfactory
2016-02-20,Patna,122.07,,25.64,23.36,49.01,,1.33,7.48,12.88,0.31,0.95,0.66,272.0,Poor
2016-02-21,Mumbai,,,,,25.85,,0.0,,,,,,208.5,
2016-02-22,Bengaluru,90.07,127.67,7.72,32.23,22.31,29.34,1.57,3.26,38.32,1.01,0.45,,145.0,Moderate
2016-02-23,Ahmedabad,,,,,,,,,,,,,130.0,
2016-02-24,Hyderabad,50.22,95.03,5.37,9.25,13.29,10.42,0.79,7.02,41.45,0.75,4.14,0.61,115.0,Moderate
2016-02-25,Mumbai,,,,,19.35,,0.0,,,0.0,0.0,0.0,112.0,
2016-02-26,Hyderabad,48.65,96.82,5.28,7.94,11.87,10.4,0.89,6.79,26.1,0.84,9.74,0.82,109.0,Moderate
2016-02-27,Delhi,144.98,245.96,63.25,86.59,102.02,36.93,1.78,24.43,117.3,3.51,10.6,,342.0,Very Poor
2016-02-28,Ahmedabad,,,,,,,,,,,,,220.0,
2016-02-29,Hyderabad,33.01,93.99,5.84,9.41,13.91,10.39,0.92,5.34,27.62,0.79,4.42,0.89,98.0,Satisfactory
2016-03-01,Gurugram,211.21,,7.79,10.53,8.1,,1.43,12.72,24.8,,,,364.0,Very Poor
2016-03-02,Hyderabad,48.34,98.72,5.38,10.22,14.24,10.26,1.08,5.22,39.26,0.98,5.35,1.07,106.0,Moderate
2016-03-03,Mumbai,,,,,22.76,,0.0,,,0.0,0.0,0.0,121.0,
2016-03-04,Bengaluru,54.04,137.04,9.52,38.09,25.03,21.95,0.62,2.45,42.21,1.02,0.49,,136.0,Moderate
2016-03-05,Bengaluru,55.72,132.73,5.47,31.96,18.66,23.49,1.68,2.36,38.54,0.94,0.37,,153.0,Moderate
2016-03-06,Gurugram,,,,,,,,,,,,,244.0,
2016-03-07,Lucknow,141.32,,12.37,27.7,5.15,,1.37,5.83,51.56,1.33,4.21,,335.0,Very Poor
2016-03-08,Chennai,60.92,,6.31,12.17,11.77,11.81,1.01,3.0,46.66,3.03,2.47,,120.0,Moderate
2016-03-09,Delhi,109.16,164.84,35.5,49.75,76.08,35.16,1.16,31.56,66.4,4.96,10.61,,248.0,Poor
2016-03-10,Hyderabad,60.66,98.21,8.12,15.99,22.67,10.27,1.14,5.09,32.62,1.3,6.92,2.93,121.0,Moderate
2016-03-11,Gurugram,,,,,,,,,,,,,132.5,
2016-03-12,Bengaluru,59.53,163.88,7.19,26.64,19.89,26.04,0.86,3.0,58.17,2.83,1.59,,144.0,Moderate
2016-03-13,Lucknow,59.85,,5.45,33.58,5.47,,1.14,4.58,55.61,0.28,1.13,,140.0,Moderate
2016-03-14,Gurugram,,,,,,,,,,,,,156.5,
2016-03-15,Lucknow,79.82,,16.27,37.32,4.22,,2.15,4.43,41.68,0.64,3.06,,173.0,Moderate
2016-03-16,Chennai,81.93,,6.02,8.79,10.54,7.44,0.78,3.0,24.71,2.43,4.28,,188.0,Moderate
2016-03-17,Mumbai,,,,,9.7,,0.0,,,0.0,0.0,0.0,218.66666666666666,
2016-03-18,Ahmedabad,,,,,,,,,,,,,249.33333333333334,
2016-03-19,Patna,66.5,,9.43,26.08,35.51,,1.6,2.86,32.94,0.28,1.1,0.87,280.0,Poor
2016-03-20,Lucknow,86.68,,4.62,30.2,4.52,,1.41,6.46,55.92,0.4,3.48,,178.0,Moderate
2016-03-21,Patna,84.45,,12.1,17.47,29.58,,1.42,6.95,22.14,0.21,0.74,0.45,193.0,Moderate
2016-03-22,Bengaluru,66.36,190.04,9.51,62.46,37.08,32.7,0.98,3.93,43.14,1.74,2.25,,155.0,Moderate
2016-03-23,Hyderabad,77.4,101.33,10.15,14.08,22.41,10.39,1.68,10.62,42.17,2.3,12.17,4.36,123.0,Moderate
2016-03-24,Hyderabad,73.6,105.96,5.26,10.41,14.27,10.31,0.85,5.67,53.31,0.93,5.12,1.42,160.0,Moderate
2016-03-25,Delhi,137.99,217.03,47.16,85.91,112.34,44.01,2.1,32.84,142.38,4.46,10.03,,325.0,Very Poor
2016-03-26,Lucknow,85.56,,11.91,41.59,4.22,,3.17,6.73,68.96,0.76,2.19,,194.0,Moderate
2016-03-27,Hyderabad,69.37,108.55,5.36,9.86,13.88,10.29,1.0,3.7,62.11,0.87,3.77,0.88,141.0,Moderate
2016-03-28,Mumbai,,,,,24.33,,0.0,,,0.0,0.0,0.0,145.0,
2016-03-29,Lucknow,67.0,,5.68,48.25,4.22,,1.34,8.27,76.87,0.84,1.51,,149.0,Moderate
2016-03-30,Ahmedabad,,,,,,,,,,,,,131.0,
2016-03-31,Chennai,55.51,,5.8,7.36,10.13,127.6,0.67,4.16,22.65,1.72,4.78,,113.0,Moderate
2016-04-01,Patna,52.08,,5.49,12.75,18.23,,1.32,18.33,31.63,0.19,0.75,0.46,183.0,Moderate
2016-04-02,Ahmedabad,,,,,,,,,,,,,170.66666666666666,
2016-04-03,Ahmedabad,,,,,,,,,,,,,158.33333333333334,
2016-04-04,Hyderabad,53.75,104.14,8.83,24.81,28.55,28.56,1.21,4.43,50.46,0.84,3.62,0.74,146.0,Moderate
2016-04-05,Patna,95.61,,5.29,12.95,18.23,,1.15,3.06,19.09,0.24,0.82,0.54,222.0,Poor
2016-04-06,Bengaluru,63.16,254.77,7.65,52.29,24.61,28.88,1.18,3.67,43.57,2.12,1.84,,154.0,Moderate
2016-04-07,Patna,64.36,,5.77,17.18,23.37,,1.1,3.78,25.43,0.18,0.64,0.32,108.0,Moderate
2016-04-08,Lucknow,101.32,,7.81,50.45,4.73,,1.34,8.25,59.67,0.25,0.13,,191.0,Moderate
2016-04-09,Hyderabad,31.88,70.0,7.2,32.42,21.16,19.59,0.87,4.28,35.94,0.89,3.84,1.31,77.0,Satisfactory
2016-04-10,Patna,67.83,,3.95,13.31,17.27,,1.17,9.11,37.39,0.14,0.59,0.22,152.0,Moderate
2016-04-11,Patna,68.21,,3.95,14.32,18.27,,1.4,8.61,30.21,0.18,0.7,0.42,147.0,Moderate
2016-04-12,Delhi,74.03,201.81,13.94,35.44,48.38,23.32,0.71,17.85,58.47,3.54,6.19,,235.0,Poor
2016-04-13,Ahmedabad,,,,,,,,,,,,,183.0,
2016-04-14,Patna,79.44,,3.29,1.89,1.63,,1.28,10.11,34.77,0.16,0.6,0.24,131.0,Moderate
2016-04-15,Ahmedabad,,,,,,,,,,,,,126.5,
2016-04-16,Chennai,56.37,,6.08,12.29,10.23,112.54,0.74,4.84,29.27,1.43,3.75,,122.0,Moderate
2016-04-17,Ahmedabad,,,,,,,,,,,,,130.0,
